フォルダ名,コンテンツ名,標準学習時間,URL
【研修動画】企業内新規事業開発概観（No.1-11）,【動画】No.1 はじめに,0:03:08,https://01entrepreneur.quizgenerator.net/sys/?action=quizPlayer&options=eyJzY29faWQiOjUwMDQ2OTcsImhlYWRlciI6eyJnb29kIjp7InZpc2libGUiOnRydWV9fSwiYmFja19saXN0Ijp0cnVlfQ%3D%3D
【研修動画】企業内新規事業開発概観（No.1-11）,【動画】No.2 企業が生き残るために新規事業が必要な理由,0:05:10,https://01entrepreneur.quizgenerator.net/sys/?action=quizPlayer&options=eyJzY29faWQiOjUwMDQ2OTksImhlYWRlciI6eyJnb29kIjp7InZpc2libGUiOnRydWV9fSwiYmFja19saXN0Ijp0cnVlfQ%3D%3D
【研修動画】企業内新規事業開発概観（No.1-11）,【理解度テスト】No.2 企業が生き残るために新規事業が必要な理由,0:01:18,https://01entrepreneur.quizgenerator.net/sys/?action=quizPlayer&options=eyJzY29faWQiOjUyMjkxMzUsImhlYWRlciI6eyJnb29kIjp7InZpc2libGUiOnRydWV9fSwiYmFja19saXN0Ijp0cnVlfQ%3D%3D
【研修動画】企業内新規事業開発概観（No.1-11）,【動画】No.3 企業内新規事業開発の注意点,0:06:18,https://01entrepreneur.quizgenerator.net/sys/?action=quizPlayer&options=eyJzY29faWQiOjUwMDQ3MDIsImhlYWRlciI6eyJnb29kIjp7InZpc2libGUiOnRydWV9fSwiYmFja19saXN0Ijp0cnVlfQ%3D%3D
【研修動画】企業内新規事業開発概観（No.1-11）,【理解度テスト】No.3 企業内新規事業開発の注意点,0:01:35,https://01entrepreneur.quizgenerator.net/sys/?action=quizPlayer&options=eyJzY29faWQiOjUyMjkxMzgsImhlYWRlciI6eyJnb29kIjp7InZpc2libGUiOnRydWV9fSwiYmFja19saXN0Ijp0cnVlfQ%3D%3D
【研修動画】企業内新規事業開発概観（No.1-11）,【動画】No.4 事業の全体構造について,0:04:19,https://01entrepreneur.quizgenerator.net/sys/?action=quizPlayer&options=eyJzY29faWQiOjUwMDQ3MDUsImhlYWRlciI6eyJnb29kIjp7InZpc2libGUiOnRydWV9fSwiYmFja19saXN0Ijp0cnVlfQ%3D%3D
【研修動画】企業内新規事業開発概観（No.1-11）,【理解度テスト】No.4 事業の全体構造について,0:01:05,https://01entrepreneur.quizgenerator.net/sys/?action=quizPlayer&options=eyJzY29faWQiOjUyMjkxNDEsImhlYWRlciI6eyJnb29kIjp7InZpc2libGUiOnRydWV9fSwiYmFja19saXN0Ijp0cnVlfQ%3D%3D
【研修動画】企業内新規事業開発概観（No.1-11）,【動画】No.5 新規事業の心構え,0:06:12,https://01entrepreneur.quizgenerator.net/sys/?action=quizPlayer&options=eyJzY29faWQiOjUwMDQ3MDgsImhlYWRlciI6eyJnb29kIjp7InZpc2libGUiOnRydWV9fSwiYmFja19saXN0Ijp0cnVlfQ%3D%3D
【研修動画】企業内新規事業開発概観（No.1-11）,【理解度テスト】No.5 新規事業の心構え,0:01:34,https://01entrepreneur.quizgenerator.net/sys/?action=quizPlayer&options=eyJzY29faWQiOjUyMjkxNDQsImhlYWRlciI6eyJnb29kIjp7InZpc2libGUiOnRydWV9fSwiYmFja19saXN0Ijp0cnVlfQ%3D%3D
【研修動画】企業内新規事業開発概観（No.1-11）,【動画】No.6 新規事業開発における手法と手段,0:06:55,https://01entrepreneur.quizgenerator.net/sys/?action=quizPlayer&options=eyJzY29faWQiOjUwMDQ3MTEsImhlYWRlciI6eyJnb29kIjp7InZpc2libGUiOnRydWV9fSwiYmFja19saXN0Ijp0cnVlfQ%3D%3D
【研修動画】企業内新規事業開発概観（No.1-11）,【理解度テスト】No.6 新規事業開発における手法と手段,0:01:44,https://01entrepreneur.quizgenerator.net/sys/?action=quizPlayer&options=eyJzY29faWQiOjUyMjkxNDcsImhlYWRlciI6eyJnb29kIjp7InZpc2libGUiOnRydWV9fSwiYmFja19saXN0Ijp0cnVlfQ%3D%3D
【研修動画】企業内新規事業開発概観（No.1-11）,【動画】No.7 新規事業とは何か？企業内新規事業の定義,0:06:00,https://01entrepreneur.quizgenerator.net/sys/?action=quizPlayer&options=eyJzY29faWQiOjUwMDQ3MTQsImhlYWRlciI6eyJnb29kIjp7InZpc2libGUiOnRydWV9fSwiYmFja19saXN0Ijp0cnVlfQ%3D%3D
【研修動画】企業内新規事業開発概観（No.1-11）,【理解度テスト】No.7 新規事業とは何か？企業内新規事業の定義,0:01:31,https://01entrepreneur.quizgenerator.net/sys/?action=quizPlayer&options=eyJzY29faWQiOjUyMjkxNTAsImhlYWRlciI6eyJnb29kIjp7InZpc2libGUiOnRydWV9fSwiYmFja19saXN0Ijp0cnVlfQ%3D%3D
【研修動画】企業内新規事業開発概観（No.1-11）,【動画】No.8 7つのビジネスモデル,0:08:15,https://01entrepreneur.quizgenerator.net/sys/?action=quizPlayer&options=eyJzY29faWQiOjUwMDQ3MTcsImhlYWRlciI6eyJnb29kIjp7InZpc2libGUiOnRydWV9fSwiYmFja19saXN0Ijp0cnVlfQ%3D%3D
【研修動画】企業内新規事業開発概観（No.1-11）,【理解度テスト】No.8 7つのビジネスモデル,0:02:04,https://01entrepreneur.quizgenerator.net/sys/?action=quizPlayer&options=eyJzY29faWQiOjUyMjkxNTMsImhlYWRlciI6eyJnb29kIjp7InZpc2libGUiOnRydWV9fSwiYmFja19saXN0Ijp0cnVlfQ%3D%3D
【研修動画】企業内新規事業開発概観（No.1-11）,【動画】No.9 ビジネスモデルの難易度,0:05:01,https://01entrepreneur.quizgenerator.net/sys/?action=quizPlayer&options=eyJzY29faWQiOjUwMDQ3MjAsImhlYWRlciI6eyJnb29kIjp7InZpc2libGUiOnRydWV9fSwiYmFja19saXN0Ijp0cnVlfQ%3D%3D
【研修動画】企業内新規事業開発概観（No.1-11）,【理解度テスト】No.9 ビジネスモデルの難易度,0:01:16,https://01entrepreneur.quizgenerator.net/sys/?action=quizPlayer&options=eyJzY29faWQiOjUyMjkxNTYsImhlYWRlciI6eyJnb29kIjp7InZpc2libGUiOnRydWV9fSwiYmFja19saXN0Ijp0cnVlfQ%3D%3D
【研修動画】企業内新規事業開発概観（No.1-11）,【動画】No.10 ビジネスモデルと商材の選び方,0:06:16,https://01entrepreneur.quizgenerator.net/sys/?action=quizPlayer&options=eyJzY29faWQiOjUwMDQ3MjMsImhlYWRlciI6eyJnb29kIjp7InZpc2libGUiOnRydWV9fSwiYmFja19saXN0Ijp0cnVlfQ%3D%3D
【研修動画】企業内新規事業開発概観（No.1-11）,【理解度テスト】No.10 ビジネスモデルと商材の選び方,0:01:35,https://01entrepreneur.quizgenerator.net/sys/?action=quizPlayer&options=eyJzY29faWQiOjUyMjkxNTksImhlYWRlciI6eyJnb29kIjp7InZpc2libGUiOnRydWV9fSwiYmFja19saXN0Ijp0cnVlfQ%3D%3D
【研修動画】企業内新規事業開発概観（No.1-11）,【動画】No.11 事業開発ステップの全体像,0:04:48,https://01entrepreneur.quizgenerator.net/sys/?action=quizPlayer&options=eyJzY29faWQiOjUwMDQ3MjYsImhlYWRlciI6eyJnb29kIjp7InZpc2libGUiOnRydWV9fSwiYmFja19saXN0Ijp0cnVlfQ%3D%3D
【研修動画】企業内新規事業開発概観（No.1-11）,【理解度テスト】No.11 事業開発ステップの全体像,0:01:13,https://01entrepreneur.quizgenerator.net/sys/?action=quizPlayer&options=eyJzY29faWQiOjUyMjkxNjIsImhlYWRlciI6eyJnb29kIjp7InZpc2libGUiOnRydWV9fSwiYmFja19saXN0Ijp0cnVlfQ%3D%3D
【研修動画】企業内新規事業開発概観（No.1-11）,【修了証】だれでも新規事業つくれるカレッジ 企業内新規事業開発概観（基礎動画編）,0:00:00,
【研修動画】Ideation（No.12-14）,【動画】No.12 事業開発ステップ①Ideation,0:05:03,https://01entrepreneur.quizgenerator.net/sys/?action=quizPlayer&options=eyJzY29faWQiOjUwMDQ3MzEsImhlYWRlciI6eyJnb29kIjp7InZpc2libGUiOnRydWV9fSwiYmFja19saXN0Ijp0cnVlfQ%3D%3D
【研修動画】Ideation（No.12-14）,【理解度テスト】No.12 事業開発ステップ①Ideation,0:01:16,https://01entrepreneur.quizgenerator.net/sys/?action=quizPlayer&options=eyJzY29faWQiOjUyMjkxNjgsImhlYWRlciI6eyJnb29kIjp7InZpc2libGUiOnRydWV9fSwiYmFja19saXN0Ijp0cnVlfQ%3D%3D
【研修動画】Ideation（No.12-14）,【動画】No.13 リーンキャンバスにまとめる（前半）,0:05:18,https://01entrepreneur.quizgenerator.net/sys/?action=quizPlayer&options=eyJzY29faWQiOjUwMDQ3MzQsImhlYWRlciI6eyJnb29kIjp7InZpc2libGUiOnRydWV9fSwiYmFja19saXN0Ijp0cnVlfQ%3D%3D
【研修動画】Ideation（No.12-14）,【理解度テスト】No.13 リーンキャンバスにまとめる（前半）,0:01:20,https://01entrepreneur.quizgenerator.net/sys/?action=quizPlayer&options=eyJzY29faWQiOjUyMjkxNzEsImhlYWRlciI6eyJnb29kIjp7InZpc2libGUiOnRydWV9fSwiYmFja19saXN0Ijp0cnVlfQ%3D%3D
【研修動画】Ideation（No.12-14）,【動画】No.14 リーンキャンバスにまとめる（後半）,0:05:37,https://01entrepreneur.quizgenerator.net/sys/?action=quizPlayer&options=eyJzY29faWQiOjUwMDQ3MzksImhlYWRlciI6eyJnb29kIjp7InZpc2libGUiOnRydWV9fSwiYmFja19saXN0Ijp0cnVlfQ%3D%3D
【研修動画】Ideation（No.12-14）,【理解度テスト】No.14 リーンキャンバスにまとめる（後半）,0:01:25,https://01entrepreneur.quizgenerator.net/sys/?action=quizPlayer&options=eyJzY29faWQiOjUyMjkxNzYsImhlYWRlciI6eyJnb29kIjp7InZpc2libGUiOnRydWV9fSwiYmFja19saXN0Ijp0cnVlfQ%3D%3D
【研修動画】Ideation（No.12-14）,【修了証】だれでも新規事業つくれるカレッジ Ideation（基礎動画編）,0:00:00,
【研修動画】Customer Problem Fit（CPF／No.15-20）,【動画】No.15 事業開発ステップ②Customer Problem Fit,0:04:27,https://01entrepreneur.quizgenerator.net/sys/?action=quizPlayer&options=eyJzY29faWQiOjUwMDQ3NDgsImhlYWRlciI6eyJnb29kIjp7InZpc2libGUiOnRydWV9fSwiYmFja19saXN0Ijp0cnVlfQ%3D%3D
【研修動画】Customer Problem Fit（CPF／No.15-20）,【理解度テスト】No.15 事業開発ステップ②Customer Problem Fit,0:01:07,https://01entrepreneur.quizgenerator.net/sys/?action=quizPlayer&options=eyJzY29faWQiOjUyMjkxOTAsImhlYWRlciI6eyJnb29kIjp7InZpc2libGUiOnRydWV9fSwiYmFja19saXN0Ijp0cnVlfQ%3D%3D
【研修動画】Customer Problem Fit（CPF／No.15-20）,【動画】No.16 最初に取り組むべき最も重要なことは顧客とその課題,0:05:07,https://01entrepreneur.quizgenerator.net/sys/?action=quizPlayer&options=eyJzY29faWQiOjUwMDQ3NTEsImhlYWRlciI6eyJnb29kIjp7InZpc2libGUiOnRydWV9fSwiYmFja19saXN0Ijp0cnVlfQ%3D%3D
【研修動画】Customer Problem Fit（CPF／No.15-20）,【理解度テスト】No.16 最初に取り組むべき最も重要なことは顧客とその課題,0:01:17,https://01entrepreneur.quizgenerator.net/sys/?action=quizPlayer&options=eyJzY29faWQiOjUyMjkxOTMsImhlYWRlciI6eyJnb29kIjp7InZpc2libGUiOnRydWV9fSwiYmFja19saXN0Ijp0cnVlfQ%3D%3D
【研修動画】Customer Problem Fit（CPF／No.15-20）,【動画】No.17 顧客課題とジョブ理論,0:04:28,https://01entrepreneur.quizgenerator.net/sys/?action=quizPlayer&options=eyJzY29faWQiOjUwMDQ3NTYsImhlYWRlciI6eyJnb29kIjp7InZpc2libGUiOnRydWV9fSwiYmFja19saXN0Ijp0cnVlfQ%3D%3D
【研修動画】Customer Problem Fit（CPF／No.15-20）,【理解度テスト】No.17 顧客課題とジョブ理論,0:01:08,https://01entrepreneur.quizgenerator.net/sys/?action=quizPlayer&options=eyJzY29faWQiOjUyMjkxOTgsImhlYWRlciI6eyJnb29kIjp7InZpc2libGUiOnRydWV9fSwiYmFja19saXN0Ijp0cnVlfQ%3D%3D
【研修動画】Customer Problem Fit（CPF／No.15-20）,【動画】No.18 顧客課題を発見する手法について,0:05:50,https://01entrepreneur.quizgenerator.net/sys/?action=quizPlayer&options=eyJzY29faWQiOjUwMDQ3NjEsImhlYWRlciI6eyJnb29kIjp7InZpc2libGUiOnRydWV9fSwiYmFja19saXN0Ijp0cnVlfQ%3D%3D
【研修動画】Customer Problem Fit（CPF／No.15-20）,【理解度テスト】No.18 顧客課題を発見する手法について,0:01:28,https://01entrepreneur.quizgenerator.net/sys/?action=quizPlayer&options=eyJzY29faWQiOjUyMjkyMDQsImhlYWRlciI6eyJnb29kIjp7InZpc2libGUiOnRydWV9fSwiYmFja19saXN0Ijp0cnVlfQ%3D%3D
【研修動画】Customer Problem Fit（CPF／No.15-20）,【動画】No.19 デプスインタビューの手法,0:06:33,https://01entrepreneur.quizgenerator.net/sys/?action=quizPlayer&options=eyJzY29faWQiOjUwMDQ3NjYsImhlYWRlciI6eyJnb29kIjp7InZpc2libGUiOnRydWV9fSwiYmFja19saXN0Ijp0cnVlfQ%3D%3D
【研修動画】Customer Problem Fit（CPF／No.15-20）,【理解度テスト】No.19 デプスインタビューの手法,0:01:39,https://01entrepreneur.quizgenerator.net/sys/?action=quizPlayer&options=eyJzY29faWQiOjUyMjkyMDksImhlYWRlciI6eyJnb29kIjp7InZpc2libGUiOnRydWV9fSwiYmFja19saXN0Ijp0cnVlfQ%3D%3D
